name,state,item,item_num,ans_ind,ans_text,states_lived
anon222,maryland,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,a,yes,maryland
anon222,maryland,caramel,4,b,"with 3 syllables (""carra-mel"")",maryland
anon222,maryland,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",maryland
anon222,maryland,"the ""c"" in ""grocery""",36,b,"[] as in ""shock""",maryland
anon222,maryland,"the second vowel in ""pajamas""",20,a,"[] as in ""jam""",maryland
anon222,maryland,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",maryland
anon223,tennessee,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,tennessee
anon223,tennessee,Do you use the word cruller?,86,b,"no, but I know what it means",tennessee
anon223,tennessee,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,b,unacceptable,tennessee
anon223,tennessee,What do you call paper that has already been used for something or is otherwise imperfect?,78,a,scratch paper,tennessee
anon223,tennessee,What do you call the act of covering a house or area in front of a house with toilet paper?,106,b,rolling,tennessee
anon223,tennessee,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,c,I use lightning bug and firefly interchangeably,tennessee
anon223,tennessee,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,e,crawdad,tennessee
anon223,tennessee,What do you call the thing from which you might drink water in a school?,103,d,water fountain,tennessee
anon223,tennessee,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,f,tennis shoes,tennessee
anon223,tennessee,What is your generic term for a sweetened carbonated beverage?,105,c,coke,tennessee
anon223,tennessee,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,d,catty-corner,tennessee
anon223,tennessee,What word(s) do you use to address a group of two or more people?,50,i,y'all,tennessee
anon223,tennessee,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,c,garage sale,tennessee
anon223,tennessee,Which of these terms do you prefer for the small road parallel to the highway?,99,c,access road,tennessee
anon223,tennessee,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,a,yes,tennessee
anon223,tennessee,caramel,4,a,"with 2 syllables (""car-ml"")",tennessee
anon223,tennessee,lawyer,14,b,"with [] as in ""saw"" (""law-yer"")",tennessee
anon223,tennessee,"the ""c"" in ""grocery""",36,b,"[] as in ""shock""",tennessee
anon223,tennessee,"the second vowel in ""pajamas""",20,b,"[] as in ""father""",tennessee
anon223,tennessee,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",tennessee
anon224,california,"Do you pronounce ""cot"" and ""caught"" the same?",28,b,same,california
anon224,california,Do you use the word cruller?,86,b,"no, but I know what it means",california
anon224,california,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,b,unacceptable,california
anon224,california,What do you call paper that has already been used for something or is otherwise imperfect?,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",california
anon224,california,What do you call the act of covering a house or area in front of a house with toilet paper?,106,g,I have no word for this,california
anon224,california,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,b,firefly,california
anon224,california,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,g,I have no word for this critter,california
anon224,california,What do you call the thing from which you might drink water in a school?,103,c,drinking fountain,california
anon224,california,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,k,other,california
anon224,california,What is your generic term for a sweetened carbonated beverage?,105,a,soda,california
anon224,california,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,a,kitty-corner,california
anon224,california,What word(s) do you use to address a group of two or more people?,50,d,you guys,california
anon224,california,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,c,garage sale,california
anon224,california,Which of these terms do you prefer for the small road parallel to the highway?,99,a,frontage road,california
anon224,california,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,california
anon224,california,caramel,4,b,"with 3 syllables (""carra-mel"")",california
anon224,california,lawyer,14,b,"with [] as in ""saw"" (""law-yer"")",california
anon224,california,"the ""c"" in ""grocery""",36,a,"[s] as in ""sock""",california
anon224,california,"the second vowel in ""pajamas""",20,a,"[] as in ""jam""",california
anon224,california,"the vowel in the second syllable of ""cauliflower""",5,a,"[i:] as in ""see""",california
anon225,pennsylvania,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,pennsylvania
anon225,pennsylvania,Do you use the word cruller?,86,b,"no, but I know what it means",pennsylvania
anon225,pennsylvania,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,a,acceptable,pennsylvania
anon225,pennsylvania,What do you call paper that has already been used for something or is otherwise imperfect?,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",pennsylvania
anon225,pennsylvania,What do you call the act of covering a house or area in front of a house with toilet paper?,106,e,papering,pennsylvania
anon225,pennsylvania,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,a,lightning bug,pennsylvania
anon225,pennsylvania,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,a,crawfish,pennsylvania
anon225,pennsylvania,What do you call the thing from which you might drink water in a school?,103,d,water fountain,pennsylvania
anon225,pennsylvania,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,a,sneakers,pennsylvania
anon225,pennsylvania,What is your generic term for a sweetened carbonated beverage?,105,a,soda,pennsylvania
anon225,pennsylvania,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,d,catty-corner,pennsylvania
anon225,pennsylvania,What word(s) do you use to address a group of two or more people?,50,a,you all,pennsylvania
anon225,pennsylvania,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,b,yard sale,pennsylvania
anon225,pennsylvania,Which of these terms do you prefer for the small road parallel to the highway?,99,a,frontage road,pennsylvania
anon225,pennsylvania,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,pennsylvania
anon225,pennsylvania,caramel,4,a,"with 2 syllables (""car-ml"")",pennsylvania
anon225,pennsylvania,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",pennsylvania
anon225,pennsylvania,"the ""c"" in ""grocery""",36,a,"[s] as in ""sock""",pennsylvania
anon225,pennsylvania,"the second vowel in ""pajamas""",20,b,"[] as in ""father""",pennsylvania
anon225,pennsylvania,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",pennsylvania
anon226,georgia,"Do you pronounce ""cot"" and ""caught"" the same?",28,b,same,georgia
anon226,georgia,Do you use the word cruller?,86,a,yes,georgia
anon226,georgia,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,b,unacceptable,georgia
anon226,georgia,What do you call paper that has already been used for something or is otherwise imperfect?,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",georgia
anon226,georgia,What do you call the act of covering a house or area in front of a house with toilet paper?,106,a,tp'ing,georgia
anon226,georgia,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,c,I use lightning bug and firefly interchangeably,georgia
anon226,georgia,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,a,crawfish,georgia
anon226,georgia,What do you call the thing from which you might drink water in a school?,103,d,water fountain,georgia
anon226,georgia,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,f,tennis shoes,georgia
anon226,georgia,What is your generic term for a sweetened carbonated beverage?,105,c,coke,georgia
anon226,georgia,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,d,catty-corner,georgia
anon226,georgia,What word(s) do you use to address a group of two or more people?,50,i,y'all,georgia
anon226,georgia,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,c,garage sale,georgia
anon226,georgia,Which of these terms do you prefer for the small road parallel to the highway?,99,a,frontage road,georgia
anon226,georgia,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,a,yes,georgia
anon226,georgia,caramel,4,b,"with 3 syllables (""carra-mel"")",georgia
anon226,georgia,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",georgia
anon226,georgia,"the ""c"" in ""grocery""",36,b,"[] as in ""shock""",georgia
anon226,georgia,"the second vowel in ""pajamas""",20,a,"[] as in ""jam""",georgia
anon226,georgia,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",georgia
anon227,new jersey,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,new jersey
anon227,new jersey,Do you use the word cruller?,86,c,I have no idea what this means,new jersey
anon227,new jersey,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,a,acceptable,new jersey
anon227,new jersey,What do you call paper that has already been used for something or is otherwise imperfect?,78,b,scrap paper,new jersey
anon227,new jersey,What do you call the act of covering a house or area in front of a house with toilet paper?,106,c,toilet papering,new jersey
anon227,new jersey,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,c,I use lightning bug and firefly interchangeably,new jersey
anon227,new jersey,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,b,crayfish,new jersey
anon227,new jersey,What do you call the thing from which you might drink water in a school?,103,d,water fountain,new jersey
anon227,new jersey,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,a,sneakers,new jersey
anon227,new jersey,What is your generic term for a sweetened carbonated beverage?,105,a,soda,new jersey
anon227,new jersey,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,h,I have no term for this,new jersey
anon227,new jersey,What word(s) do you use to address a group of two or more people?,50,d,you guys,new jersey
anon227,new jersey,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,b,yard sale,new jersey
anon227,new jersey,Which of these terms do you prefer for the small road parallel to the highway?,99,f,we have them but I have no word for them,new jersey
anon227,new jersey,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,new jersey
anon227,new jersey,caramel,4,a,"with 2 syllables (""car-ml"")",new jersey
anon227,new jersey,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",new jersey
anon227,new jersey,"the ""c"" in ""grocery""",36,a,"[s] as in ""sock""",new jersey
anon227,new jersey,"the second vowel in ""pajamas""",20,a,"[] as in ""jam""",new jersey
anon227,new jersey,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",new jersey
anon228,tennessee,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,tennessee
anon228,tennessee,Do you use the word cruller?,86,b,"no, but I know what it means",tennessee
anon228,tennessee,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,a,acceptable,tennessee
anon228,tennessee,What do you call paper that has already been used for something or is otherwise imperfect?,78,b,scrap paper,tennessee
anon228,tennessee,What do you call the act of covering a house or area in front of a house with toilet paper?,106,b,rolling,tennessee
anon228,tennessee,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,a,lightning bug,tennessee
anon228,tennessee,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,e,crawdad,tennessee
anon228,tennessee,What do you call the thing from which you might drink water in a school?,103,d,water fountain,tennessee
anon228,tennessee,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,f,tennis shoes,tennessee
anon228,tennessee,What is your generic term for a sweetened carbonated beverage?,105,e,soft drink,tennessee
anon228,tennessee,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,a,kitty-corner,tennessee
anon228,tennessee,What word(s) do you use to address a group of two or more people?,50,a,you all,tennessee
anon228,tennessee,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,b,yard sale,tennessee
anon228,tennessee,Which of these terms do you prefer for the small road parallel to the highway?,99,h,other,tennessee
anon228,tennessee,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,tennessee
anon228,tennessee,caramel,4,c,I use both interchangeably,tennessee
anon228,tennessee,lawyer,14,b,"with [] as in ""saw"" (""law-yer"")",tennessee
anon228,tennessee,"the ""c"" in ""grocery""",36,a,"[s] as in ""sock""",tennessee
anon228,tennessee,"the second vowel in ""pajamas""",20,b,"[] as in ""father""",tennessee
anon228,tennessee,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",tennessee
anon229,utah,"Do you pronounce ""cot"" and ""caught"" the same?",28,b,same,utah
anon229,utah,Do you use the word cruller?,86,c,I have no idea what this means,utah
anon229,utah,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,b,unacceptable,utah
anon229,utah,What do you call paper that has already been used for something or is otherwise imperfect?,78,a,scratch paper,utah
anon229,utah,What do you call the act of covering a house or area in front of a house with toilet paper?,106,c,toilet papering,utah
anon229,utah,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,b,firefly,utah
anon229,utah,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,h,other,utah
anon229,utah,What do you call the thing from which you might drink water in a school?,103,c,drinking fountain,utah
anon229,utah,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,f,tennis shoes,utah
anon229,utah,What is your generic term for a sweetened carbonated beverage?,105,b,pop,utah
anon229,utah,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,a,kitty-corner,utah
anon229,utah,What word(s) do you use to address a group of two or more people?,50,d,you guys,utah
anon229,utah,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,b,yard sale,utah
anon229,utah,Which of these terms do you prefer for the small road parallel to the highway?,99,a,frontage road,utah
anon229,utah,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,utah
anon229,utah,caramel,4,b,"with 3 syllables (""carra-mel"")",utah
anon229,utah,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",utah
anon229,utah,"the ""c"" in ""grocery""",36,b,"[] as in ""shock""",utah
anon229,utah,"the second vowel in ""pajamas""",20,a,"[] as in ""jam""",utah
anon229,utah,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",utah
anon23,arizona,"Do you pronounce ""cot"" and ""caught"" the same?",28,b,same,arizona
anon23,arizona,Do you use the word cruller?,86,b,"no, but I know what it means",arizona
anon23,arizona,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,a,acceptable,arizona
anon23,arizona,What do you call paper that has already been used for something or is otherwise imperfect?,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",arizona
anon23,arizona,What do you call the act of covering a house or area in front of a house with toilet paper?,106,a,tp'ing,arizona
anon23,arizona,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,b,firefly,arizona
anon23,arizona,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,h,other,arizona
anon23,arizona,What do you call the thing from which you might drink water in a school?,103,c,drinking fountain,arizona
anon23,arizona,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,k,other,arizona
anon23,arizona,What is your generic term for a sweetened carbonated beverage?,105,a,soda,arizona
anon23,arizona,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,a,kitty-corner,arizona
anon23,arizona,What word(s) do you use to address a group of two or more people?,50,g,you,arizona
anon23,arizona,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,b,yard sale,arizona
anon23,arizona,Which of these terms do you prefer for the small road parallel to the highway?,99,b,service road,arizona
anon23,arizona,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,a,yes,arizona
anon23,arizona,caramel,4,c,I use both interchangeably,arizona
anon23,arizona,lawyer,14,b,"with [] as in ""saw"" (""law-yer"")",arizona
anon23,arizona,"the ""c"" in ""grocery""",36,b,"[] as in ""shock""",arizona
anon23,arizona,"the second vowel in ""pajamas""",20,b,"[] as in ""father""",arizona
anon23,arizona,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",arizona
anon230,massachusetts,"Do you pronounce ""cot"" and ""caught"" the same?",28,b,same,massachusetts
anon230,massachusetts,Do you use the word cruller?,86,a,yes,massachusetts
anon230,massachusetts,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,c,not sure,massachusetts
anon230,massachusetts,What do you call paper that has already been used for something or is otherwise imperfect?,78,b,scrap paper,massachusetts
anon230,massachusetts,What do you call the act of covering a house or area in front of a house with toilet paper?,106,a,tp'ing,massachusetts
anon230,massachusetts,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,b,firefly,massachusetts
anon230,massachusetts,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,a,crawfish,massachusetts
anon230,massachusetts,What do you call the thing from which you might drink water in a school?,103,a,bubbler,massachusetts
anon230,massachusetts,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,a,sneakers,massachusetts
anon230,massachusetts,What is your generic term for a sweetened carbonated beverage?,105,a,soda,massachusetts
anon230,massachusetts,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,a,kitty-corner,massachusetts
anon230,massachusetts,What word(s) do you use to address a group of two or more people?,50,d,you guys,massachusetts
anon230,massachusetts,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,b,yard sale,massachusetts
anon230,massachusetts,Which of these terms do you prefer for the small road parallel to the highway?,99,f,we have them but I have no word for them,massachusetts
anon230,massachusetts,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,massachusetts
anon230,massachusetts,caramel,4,b,"with 3 syllables (""carra-mel"")",massachusetts
anon230,massachusetts,lawyer,14,b,"with [] as in ""saw"" (""law-yer"")",massachusetts
anon230,massachusetts,"the ""c"" in ""grocery""",36,c,other,massachusetts
anon230,massachusetts,"the second vowel in ""pajamas""",20,b,"[] as in ""father""",massachusetts
anon230,massachusetts,"the vowel in the second syllable of ""cauliflower""",5,a,"[i:] as in ""see""",massachusetts
anon231,ohio,"Do you pronounce ""cot"" and ""caught"" the same?",28,b,same,ohio
anon231,ohio,Do you use the word cruller?,86,c,I have no idea what this means,ohio
anon231,ohio,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,a,acceptable,ohio
anon231,ohio,What do you call paper that has already been used for something or is otherwise imperfect?,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",ohio
anon231,ohio,What do you call the act of covering a house or area in front of a house with toilet paper?,106,a,tp'ing,ohio
anon231,ohio,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,a,lightning bug,ohio
anon231,ohio,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,a,crawfish,ohio
anon231,ohio,What do you call the thing from which you might drink water in a school?,103,c,drinking fountain,ohio
anon231,ohio,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,f,tennis shoes,ohio
anon231,ohio,What is your generic term for a sweetened carbonated beverage?,105,b,pop,ohio
anon231,ohio,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,d,catty-corner,ohio
anon231,ohio,What word(s) do you use to address a group of two or more people?,50,d,you guys,ohio
anon231,ohio,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,c,garage sale,ohio
anon231,ohio,Which of these terms do you prefer for the small road parallel to the highway?,99,b,service road,ohio
anon231,ohio,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,ohio
anon231,ohio,caramel,4,a,"with 2 syllables (""car-ml"")",ohio
anon231,ohio,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",ohio
anon231,ohio,"the ""c"" in ""grocery""",36,b,"[] as in ""shock""",ohio
anon231,ohio,"the second vowel in ""pajamas""",20,a,"[] as in ""jam""",ohio
anon231,ohio,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",ohio
anon232,new jersey,"Do you pronounce ""cot"" and ""caught"" the same?",28,b,same,new jersey
anon232,new jersey,Do you use the word cruller?,86,b,"no, but I know what it means",new jersey
anon232,new jersey,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,b,unacceptable,new jersey
anon232,new jersey,What do you call paper that has already been used for something or is otherwise imperfect?,78,b,scrap paper,new jersey
anon232,new jersey,What do you call the act of covering a house or area in front of a house with toilet paper?,106,c,toilet papering,new jersey
anon232,new jersey,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,b,firefly,new jersey
anon232,new jersey,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,a,crawfish,new jersey
anon232,new jersey,What do you call the thing from which you might drink water in a school?,103,d,water fountain,new jersey
anon232,new jersey,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,a,sneakers,new jersey
anon232,new jersey,What is your generic term for a sweetened carbonated beverage?,105,a,soda,new jersey
anon232,new jersey,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,a,kitty-corner,new jersey
anon232,new jersey,What word(s) do you use to address a group of two or more people?,50,d,you guys,new jersey
anon232,new jersey,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,b,yard sale,new jersey
anon232,new jersey,Which of these terms do you prefer for the small road parallel to the highway?,99,c,access road,new jersey
anon232,new jersey,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,new jersey
anon232,new jersey,caramel,4,a,"with 2 syllables (""car-ml"")",new jersey
anon232,new jersey,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",new jersey
anon232,new jersey,"the ""c"" in ""grocery""",36,a,"[s] as in ""sock""",new jersey
anon232,new jersey,"the second vowel in ""pajamas""",20,b,"[] as in ""father""",new jersey
anon232,new jersey,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",new jersey
anon233,california,"Do you pronounce ""cot"" and ""caught"" the same?",28,b,same,california
anon233,california,Do you use the word cruller?,86,c,I have no idea what this means,california
anon233,california,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,b,unacceptable,california
anon233,california,What do you call paper that has already been used for something or is otherwise imperfect?,78,a,scratch paper,california
anon233,california,What do you call the act of covering a house or area in front of a house with toilet paper?,106,a,tp'ing,california
anon233,california,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,b,firefly,california
anon233,california,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,h,other,california
anon233,california,What do you call the thing from which you might drink water in a school?,103,d,water fountain,california
anon233,california,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,a,sneakers,california
anon233,california,What is your generic term for a sweetened carbonated beverage?,105,c,coke,california
anon233,california,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,a,kitty-corner,california
anon233,california,What word(s) do you use to address a group of two or more people?,50,d,you guys,california
anon233,california,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,c,garage sale,california
anon233,california,Which of these terms do you prefer for the small road parallel to the highway?,99,c,access road,california
anon233,california,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,california
anon233,california,caramel,4,c,I use both interchangeably,california
anon233,california,lawyer,14,b,"with [] as in ""saw"" (""law-yer"")",california
anon233,california,"the ""c"" in ""grocery""",36,b,"[] as in ""shock""",california
anon233,california,"the second vowel in ""pajamas""",20,b,"[] as in ""father""",california
anon233,california,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",california
anon234,florida,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,florida
anon234,florida,Do you use the word cruller?,86,b,"no, but I know what it means",florida
anon234,florida,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,a,acceptable,florida
anon234,florida,What do you call paper that has already been used for something or is otherwise imperfect?,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",florida
anon234,florida,What do you call the act of covering a house or area in front of a house with toilet paper?,106,a,tp'ing,florida
anon234,florida,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,b,firefly,florida
anon234,florida,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,a,crawfish,florida
anon234,florida,What do you call the thing from which you might drink water in a school?,103,d,water fountain,florida
anon234,florida,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,f,tennis shoes,florida
anon234,florida,What is your generic term for a sweetened carbonated beverage?,105,e,soft drink,florida
anon234,florida,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,h,I have no term for this,florida
anon234,florida,What word(s) do you use to address a group of two or more people?,50,i,y'all,florida
anon234,florida,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,b,yard sale,florida
anon234,florida,Which of these terms do you prefer for the small road parallel to the highway?,99,a,frontage road,florida
anon234,florida,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,florida
anon234,florida,caramel,4,b,"with 3 syllables (""carra-mel"")",florida
anon234,florida,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",florida
anon234,florida,"the ""c"" in ""grocery""",36,a,"[s] as in ""sock""",florida
anon234,florida,"the second vowel in ""pajamas""",20,a,"[] as in ""jam""",florida
anon234,florida,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",florida
anon235,pennsylvania,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,pennsylvania
anon235,pennsylvania,Do you use the word cruller?,86,a,yes,pennsylvania
anon235,pennsylvania,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,a,acceptable,pennsylvania
anon235,pennsylvania,What do you call paper that has already been used for something or is otherwise imperfect?,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",pennsylvania
anon235,pennsylvania,What do you call the act of covering a house or area in front of a house with toilet paper?,106,c,toilet papering,pennsylvania
anon235,pennsylvania,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,a,lightning bug,pennsylvania
anon235,pennsylvania,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,b,crayfish,pennsylvania
anon235,pennsylvania,What do you call the thing from which you might drink water in a school?,103,d,water fountain,pennsylvania
anon235,pennsylvania,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,g,running shoes,pennsylvania
anon235,pennsylvania,What is your generic term for a sweetened carbonated beverage?,105,b,pop,pennsylvania
anon235,pennsylvania,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,d,catty-corner,pennsylvania
anon235,pennsylvania,What word(s) do you use to address a group of two or more people?,50,b,"yous, youse",pennsylvania
anon235,pennsylvania,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,b,yard sale,pennsylvania
anon235,pennsylvania,Which of these terms do you prefer for the small road parallel to the highway?,99,f,we have them but I have no word for them,pennsylvania
anon235,pennsylvania,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,a,yes,pennsylvania
anon235,pennsylvania,caramel,4,a,"with 2 syllables (""car-ml"")",pennsylvania
