state,item_num,item,ans_ind,ans_text,ans_prop
iowa,106,What do you call the act of covering a house or area in front of a house with toilet paper?,a,tp'ing,0.8845999999999999
iowa,106,What do you call the act of covering a house or area in front of a house with toilet paper?,b,rolling,0.0128
iowa,106,What do you call the act of covering a house or area in front of a house with toilet paper?,c,toilet papering,0.0487
iowa,106,What do you call the act of covering a house or area in front of a house with toilet paper?,d,wrapping,0.0026
iowa,106,What do you call the act of covering a house or area in front of a house with toilet paper?,e,papering,0.0128
iowa,106,What do you call the act of covering a house or area in front of a house with toilet paper?,g,I have no word for this,0.0308
iowa,106,What do you call the act of covering a house or area in front of a house with toilet paper?,h,other,0.0077
idaho,4,caramel,a,"with 2 syllables (""car-ml"")",0.5755
idaho,4,caramel,b,"with 3 syllables (""carra-mel"")",0.17989999999999998
idaho,4,caramel,c,I use both interchangeably,0.2014
idaho,4,caramel,d,"I have both forms, but the two have different meanings (please state how in the comments box)",0.0288
idaho,4,caramel,e,other,0.0144
idaho,5,"the vowel in the second syllable of ""cauliflower""",a,"[i:] as in ""see""",0.0956
idaho,5,"the vowel in the second syllable of ""cauliflower""",b,"[] as in ""sit""",0.8015000000000001
idaho,5,"the vowel in the second syllable of ""cauliflower""",c,other,0.10289999999999999
idaho,14,lawyer,a,"with [j] as in ""boy"" (""loyer"")",0.7406999999999999
idaho,14,lawyer,b,"with [] as in ""saw"" (""law-yer"")",0.2
idaho,14,lawyer,c,I use both interchangeably,0.0593
idaho,20,"the second vowel in ""pajamas""",a,"[] as in ""jam""",0.8443999999999999
idaho,20,"the second vowel in ""pajamas""",b,"[] as in ""father""",0.1407
idaho,20,"the second vowel in ""pajamas""",c,other,0.0148
idaho,28,"Do you pronounce ""cot"" and ""caught"" the same?",a,different,0.20149999999999998
idaho,28,"Do you pronounce ""cot"" and ""caught"" the same?",b,same,0.7985
idaho,36,"the ""c"" in ""grocery""",a,"[s] as in ""sock""",0.3308
idaho,36,"the ""c"" in ""grocery""",b,"[] as in ""shock""",0.6617000000000001
idaho,36,"the ""c"" in ""grocery""",c,other,0.0075
idaho,50,What word(s) do you use to address a group of two or more people?,a,you all,0.1069
idaho,50,What word(s) do you use to address a group of two or more people?,d,you guys,0.5725
idaho,50,What word(s) do you use to address a group of two or more people?,g,you,0.2519
idaho,50,What word(s) do you use to address a group of two or more people?,h,other,0.015300000000000001
idaho,50,What word(s) do you use to address a group of two or more people?,i,y'all,0.053399999999999996
idaho,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",a,yes,0.3282
idaho,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",b,no,0.6640999999999999
idaho,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",c,other,0.0076
idaho,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,a,acceptable,0.6439
idaho,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,b,unacceptable,0.3182
idaho,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,c,not sure,0.0379
idaho,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",a,tag sale,0.0075
idaho,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",m,other,0.037599999999999995
idaho,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",b,yard sale,0.4962
idaho,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",c,garage sale,0.4361
idaho,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",d,rummage sale,0.015
idaho,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",h,sidewalk sale,0.0075
idaho,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,a,lightning bug,0.054299999999999994
idaho,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,b,firefly,0.6667000000000001
idaho,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,c,I use lightning bug and firefly interchangeably,0.2636
idaho,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,e,I have no word for this,0.0155
idaho,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,a,crawfish,0.3615
idaho,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,b,crayfish,0.1308
idaho,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,e,crawdad,0.42310000000000003
idaho,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,g,I have no word for this critter,0.0308
idaho,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,h,other,0.0538
idaho,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",a,sneakers,0.1985
idaho,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",j,I have no general word for this,0.0076
idaho,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",k,other,0.015300000000000001
idaho,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",b,shoes,0.053399999999999996
idaho,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",c,gymshoes,0.0458
idaho,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",f,tennis shoes,0.6640999999999999
idaho,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",g,running shoes,0.0076
idaho,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",h,runners,0.0076
idaho,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,a,kitty-corner,0.8779
idaho,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,c,catercorner,0.0076
idaho,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,d,catty-corner,0.0458
idaho,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,g,"I can only use ""diagonal"" for this",0.015300000000000001
idaho,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,h,I have no term for this,0.0382
idaho,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,i,other,0.015300000000000001
idaho,78,What do you call paper that has already been used for something or is otherwise imperfect?,a,scratch paper,0.542
idaho,78,What do you call paper that has already been used for something or is otherwise imperfect?,b,scrap paper,0.084
idaho,78,What do you call paper that has already been used for something or is otherwise imperfect?,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",0.3588
idaho,78,What do you call paper that has already been used for something or is otherwise imperfect?,d,other,0.015300000000000001
idaho,86,Do you use the word cruller?,a,yes,0.0687
idaho,86,Do you use the word cruller?,b,"no, but I know what it means",0.4656
idaho,86,Do you use the word cruller?,c,I have no idea what this means,0.4656
idaho,99,Which of these terms do you prefer for the small road parallel to the highway?,a,frontage road,0.5692
idaho,99,Which of these terms do you prefer for the small road parallel to the highway?,b,service road,0.07690000000000001
idaho,99,Which of these terms do you prefer for the small road parallel to the highway?,c,access road,0.1308
idaho,99,Which of these terms do you prefer for the small road parallel to the highway?,f,we have them but I have no word for them,0.1462
idaho,99,Which of these terms do you prefer for the small road parallel to the highway?,g,I've never heard of this concept,0.0462
idaho,99,Which of these terms do you prefer for the small road parallel to the highway?,h,other,0.0308
idaho,103,What do you call the thing from which you might drink water in a school?,a,bubbler,0.0076
idaho,103,What do you call the thing from which you might drink water in a school?,c,drinking fountain,0.6364
idaho,103,What do you call the thing from which you might drink water in a school?,d,water fountain,0.3258
idaho,103,What do you call the thing from which you might drink water in a school?,e,other,0.030299999999999997
idaho,105,What is your generic term for a sweetened carbonated beverage?,a,soda,0.3106
idaho,105,What is your generic term for a sweetened carbonated beverage?,j,other,0.0227
idaho,105,What is your generic term for a sweetened carbonated beverage?,b,pop,0.5985
idaho,105,What is your generic term for a sweetened carbonated beverage?,c,coke,0.030299999999999997
idaho,105,What is your generic term for a sweetened carbonated beverage?,e,soft drink,0.0379
idaho,106,What do you call the act of covering a house or area in front of a house with toilet paper?,a,tp'ing,0.6899
idaho,106,What do you call the act of covering a house or area in front of a house with toilet paper?,c,toilet papering,0.21710000000000002
idaho,106,What do you call the act of covering a house or area in front of a house with toilet paper?,d,wrapping,0.0078000000000000005
idaho,106,What do you call the act of covering a house or area in front of a house with toilet paper?,e,papering,0.031
idaho,106,What do you call the act of covering a house or area in front of a house with toilet paper?,g,I have no word for this,0.0388
idaho,106,What do you call the act of covering a house or area in front of a house with toilet paper?,h,other,0.0155
illinois,4,caramel,a,"with 2 syllables (""car-ml"")",0.5954999999999999
illinois,4,caramel,b,"with 3 syllables (""carra-mel"")",0.1895
illinois,4,caramel,c,I use both interchangeably,0.1617
illinois,4,caramel,d,"I have both forms, but the two have different meanings (please state how in the comments box)",0.0388
illinois,4,caramel,e,other,0.0146
illinois,5,"the vowel in the second syllable of ""cauliflower""",a,"[i:] as in ""see""",0.2675
illinois,5,"the vowel in the second syllable of ""cauliflower""",b,"[] as in ""sit""",0.6772
illinois,5,"the vowel in the second syllable of ""cauliflower""",c,other,0.0553
illinois,14,lawyer,a,"with [j] as in ""boy"" (""loyer"")",0.8231
illinois,14,lawyer,b,"with [] as in ""saw"" (""law-yer"")",0.1433
illinois,14,lawyer,c,I use both interchangeably,0.0313
illinois,14,lawyer,d,other,0.0022
illinois,20,"the second vowel in ""pajamas""",a,"[] as in ""jam""",0.7783
illinois,20,"the second vowel in ""pajamas""",b,"[] as in ""father""",0.2006
illinois,20,"the second vowel in ""pajamas""",c,other,0.021099999999999997
illinois,28,"Do you pronounce ""cot"" and ""caught"" the same?",a,different,0.8378
illinois,28,"Do you pronounce ""cot"" and ""caught"" the same?",b,same,0.16219999999999998
illinois,36,"the ""c"" in ""grocery""",a,"[s] as in ""sock""",0.49810000000000004
illinois,36,"the ""c"" in ""grocery""",b,"[] as in ""shock""",0.47950000000000004
illinois,36,"the ""c"" in ""grocery""",c,other,0.022400000000000003
illinois,50,What word(s) do you use to address a group of two or more people?,a,you all,0.1202
illinois,50,What word(s) do you use to address a group of two or more people?,b,"yous, youse",0.0085
illinois,50,What word(s) do you use to address a group of two or more people?,c,you lot,0.0039000000000000003
illinois,50,What word(s) do you use to address a group of two or more people?,d,you guys,0.5074000000000001
illinois,50,What word(s) do you use to address a group of two or more people?,e,you 'uns,0.0016
illinois,50,What word(s) do you use to address a group of two or more people?,g,you,0.27149999999999996
illinois,50,What word(s) do you use to address a group of two or more people?,h,other,0.0264
illinois,50,What word(s) do you use to address a group of two or more people?,i,y'all,0.0605
illinois,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",a,yes,0.6015999999999999
illinois,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",b,no,0.3689
illinois,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",c,other,0.0296
illinois,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,a,acceptable,0.3682
illinois,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,b,unacceptable,0.593
illinois,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,c,not sure,0.0388
illinois,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",a,tag sale,0.0062
illinois,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",m,other,0.035
illinois,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",b,yard sale,0.20679999999999998
illinois,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",c,garage sale,0.7037
illinois,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",d,rummage sale,0.0443
illinois,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",e,thrift sale,8e-4
illinois,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",h,sidewalk sale,0.0031
illinois,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,a,lightning bug,0.5062
illinois,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,b,firefly,0.0827
illinois,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,c,I use lightning bug and firefly interchangeably,0.4064
illinois,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,e,I have no word for this,0.0016
illinois,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,f,other,0.0031
illinois,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,a,crawfish,0.4476
illinois,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,b,crayfish,0.26530000000000004
illinois,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,c,craw,0.0016
illinois,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,d,crowfish,0.0023
illinois,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,e,crawdad,0.1917
illinois,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,f,mudbug,8e-4
illinois,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,g,I have no word for this critter,0.0634
illinois,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,h,other,0.0274
illinois,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",a,sneakers,0.1984
illinois,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",j,I have no general word for this,0.0086
illinois,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",k,other,0.0359
illinois,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",b,shoes,0.023399999999999997
illinois,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",c,gymshoes,0.375
illinois,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",e,jumpers,8e-4
illinois,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",f,tennis shoes,0.34380000000000005
illinois,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",g,running shoes,0.009399999999999999
illinois,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",h,runners,0.0023
illinois,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",i,trainers,0.0023
illinois,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,a,kitty-corner,0.708
illinois,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,b,kitacorner,8e-4
illinois,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,c,catercorner,0.0109
illinois,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,d,catty-corner,0.1866
illinois,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,g,"I can only use ""diagonal"" for this",0.051500000000000004
illinois,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,h,I have no term for this,0.0203
illinois,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,i,other,0.0219
illinois,78,What do you call paper that has already been used for something or is otherwise imperfect?,a,scratch paper,0.4661
illinois,78,What do you call paper that has already been used for something or is otherwise imperfect?,b,scrap paper,0.1315
illinois,78,What do you call paper that has already been used for something or is otherwise imperfect?,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",0.38909999999999995
illinois,78,What do you call paper that has already been used for something or is otherwise imperfect?,d,other,0.0132
illinois,86,Do you use the word cruller?,a,yes,0.23190000000000002
illinois,86,Do you use the word cruller?,b,"no, but I know what it means",0.46149999999999997
illinois,86,Do you use the word cruller?,c,I have no idea what this means,0.3066
illinois,99,Which of these terms do you prefer for the small road parallel to the highway?,a,frontage road,0.6417
illinois,99,Which of these terms do you prefer for the small road parallel to the highway?,b,service road,0.1038
illinois,99,Which of these terms do you prefer for the small road parallel to the highway?,c,access road,0.0874
illinois,99,Which of these terms do you prefer for the small road parallel to the highway?,d,feeder road,0.013300000000000001
illinois,99,Which of these terms do you prefer for the small road parallel to the highway?,e,gateway,8e-4
illinois,99,Which of these terms do you prefer for the small road parallel to the highway?,f,we have them but I have no word for them,0.09519999999999999
illinois,99,Which of these terms do you prefer for the small road parallel to the highway?,g,I've never heard of this concept,0.0242
illinois,99,Which of these terms do you prefer for the small road parallel to the highway?,h,other,0.0336
illinois,103,What do you call the thing from which you might drink water in a school?,a,bubbler,0.0055000000000000005
illinois,103,What do you call the thing from which you might drink water in a school?,b,water bubbler,0.0031
illinois,103,What do you call the thing from which you might drink water in a school?,c,drinking fountain,0.42719999999999997
illinois,103,What do you call the thing from which you might drink water in a school?,d,water fountain,0.5367999999999999
illinois,103,What do you call the thing from which you might drink water in a school?,e,other,0.0274
illinois,105,What is your generic term for a sweetened carbonated beverage?,a,soda,0.3448
illinois,105,What is your generic term for a sweetened carbonated beverage?,j,other,0.034300000000000004
illinois,105,What is your generic term for a sweetened carbonated beverage?,b,pop,0.5117
illinois,105,What is your generic term for a sweetened carbonated beverage?,c,coke,0.064
illinois,105,What is your generic term for a sweetened carbonated beverage?,d,tonic,0.0016
illinois,105,What is your generic term for a sweetened carbonated beverage?,e,soft drink,0.0421
illinois,105,What is your generic term for a sweetened carbonated beverage?,f,lemonade,8e-4
illinois,105,What is your generic term for a sweetened carbonated beverage?,h,fizzy drink,8e-4
illinois,106,What do you call the act of covering a house or area in front of a house with toilet paper?,a,tp'ing,0.8523000000000001
illinois,106,What do you call the act of covering a house or area in front of a house with toilet paper?,b,rolling,0.011699999999999999
illinois,106,What do you call the act of covering a house or area in front of a house with toilet paper?,c,toilet papering,0.068
illinois,106,What do you call the act of covering a house or area in front of a house with toilet paper?,d,wrapping,0.0055000000000000005
illinois,106,What do you call the act of covering a house or area in front of a house with toilet paper?,e,papering,0.018799999999999997
illinois,106,What do you call the act of covering a house or area in front of a house with toilet paper?,g,I have no word for this,0.031200000000000002
illinois,106,What do you call the act of covering a house or area in front of a house with toilet paper?,h,other,0.0125
indiana,4,caramel,a,"with 2 syllables (""car-ml"")",0.5647
indiana,4,caramel,b,"with 3 syllables (""carra-mel"")",0.18
indiana,4,caramel,c,I use both interchangeably,0.2002
indiana,4,caramel,d,"I have both forms, but the two have different meanings (please state how in the comments box)",0.0506
indiana,4,caramel,e,other,0.0045000000000000005
indiana,5,"the vowel in the second syllable of ""cauliflower""",a,"[i:] as in ""see""",0.10869999999999999
indiana,5,"the vowel in the second syllable of ""cauliflower""",b,"[] as in ""sit""",0.7870999999999999
indiana,5,"the vowel in the second syllable of ""cauliflower""",c,other,0.1042
indiana,14,lawyer,a,"with [j] as in ""boy"" (""loyer"")",0.6663
indiana,14,lawyer,b,"with [] as in ""saw"" (""law-yer"")",0.2781
indiana,14,lawyer,c,I use both interchangeably,0.0556
indiana,20,"the second vowel in ""pajamas""",a,"[] as in ""jam""",0.7079000000000001
indiana,20,"the second vowel in ""pajamas""",b,"[] as in ""father""",0.2738
indiana,20,"the second vowel in ""pajamas""",c,other,0.0183
indiana,28,"Do you pronounce ""cot"" and ""caught"" the same?",a,different,0.6462
indiana,28,"Do you pronounce ""cot"" and ""caught"" the same?",b,same,0.3538
indiana,36,"the ""c"" in ""grocery""",a,"[s] as in ""sock""",0.31920000000000004
indiana,36,"the ""c"" in ""grocery""",b,"[] as in ""shock""",0.6631
indiana,36,"the ""c"" in ""grocery""",c,other,0.0177
indiana,50,What word(s) do you use to address a group of two or more people?,a,you all,0.156
indiana,50,What word(s) do you use to address a group of two or more people?,d,you guys,0.5036
indiana,50,What word(s) do you use to address a group of two or more people?,e,you 'uns,0.0036
indiana,50,What word(s) do you use to address a group of two or more people?,g,you,0.2262
indiana,50,What word(s) do you use to address a group of two or more people?,h,other,0.0226
indiana,50,What word(s) do you use to address a group of two or more people?,i,y'all,0.08810000000000001
indiana,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",a,yes,0.2755
indiana,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",b,no,0.696
indiana,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",c,other,0.0285
indiana,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,a,acceptable,0.7023999999999999
indiana,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,b,unacceptable,0.2607
indiana,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,c,not sure,0.0369
indiana,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",a,tag sale,0.010700000000000001
indiana,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",l,patio sale,0.0012
indiana,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",m,other,0.0286
indiana,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",b,yard sale,0.3099
indiana,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",c,garage sale,0.584
indiana,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",d,rummage sale,0.0608
indiana,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",h,sidewalk sale,0.0024
indiana,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",i,jumble (sale),0.0024
indiana,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,a,lightning bug,0.648
indiana,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,b,firefly,0.0297
indiana,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,c,I use lightning bug and firefly interchangeably,0.321
indiana,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,e,I have no word for this,0.0012
indiana,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,a,crawfish,0.34759999999999996
indiana,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,b,crayfish,0.1036
indiana,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,e,crawdad,0.469
indiana,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,g,I have no word for this critter,0.0417
indiana,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,h,other,0.0381
indiana,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",a,sneakers,0.15789999999999998
indiana,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",j,I have no general word for this,0.0084
indiana,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",k,other,0.0287
indiana,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",b,shoes,0.0179
indiana,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",c,gymshoes,0.11599999999999999
indiana,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",d,sand shoes,0.0012
indiana,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",f,tennis shoes,0.6507
indiana,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",g,running shoes,0.0167
indiana,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",h,runners,0.0012
indiana,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",i,trainers,0.0012
indiana,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,a,kitty-corner,0.2867
indiana,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,b,kitacorner,0.0012
indiana,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,c,catercorner,0.0191
indiana,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,d,catty-corner,0.5568
indiana,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,f,kitty wampus,0.0036
indiana,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,g,"I can only use ""diagonal"" for this",0.0753
indiana,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,h,I have no term for this,0.0179
indiana,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,i,other,0.0394
indiana,78,What do you call paper that has already been used for something or is otherwise imperfect?,a,scratch paper,0.2267
indiana,78,What do you call paper that has already been used for something or is otherwise imperfect?,b,scrap paper,0.4153
indiana,78,What do you call paper that has already been used for something or is otherwise imperfect?,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",0.3317
indiana,78,What do you call paper that has already been used for something or is otherwise imperfect?,d,other,0.0263
indiana,86,Do you use the word cruller?,a,yes,0.22
indiana,86,Do you use the word cruller?,b,"no, but I know what it means",0.44229999999999997
indiana,86,Do you use the word cruller?,c,I have no idea what this means,0.33770000000000006
indiana,99,Which of these terms do you prefer for the small road parallel to the highway?,a,frontage road,0.3094
indiana,99,Which of these terms do you prefer for the small road parallel to the highway?,b,service road,0.1954
indiana,99,Which of these terms do you prefer for the small road parallel to the highway?,c,access road,0.259
indiana,99,Which of these terms do you prefer for the small road parallel to the highway?,d,feeder road,0.0108
indiana,99,Which of these terms do you prefer for the small road parallel to the highway?,e,gateway,0.0012
indiana,99,Which of these terms do you prefer for the small road parallel to the highway?,f,we have them but I have no word for them,0.1691
indiana,99,Which of these terms do you prefer for the small road parallel to the highway?,g,I've never heard of this concept,0.0336
indiana,99,Which of these terms do you prefer for the small road parallel to the highway?,h,other,0.0216
indiana,103,What do you call the thing from which you might drink water in a school?,a,bubbler,0.0036
indiana,103,What do you call the thing from which you might drink water in a school?,c,drinking fountain,0.46149999999999997
indiana,103,What do you call the thing from which you might drink water in a school?,d,water fountain,0.5156000000000001
indiana,103,What do you call the thing from which you might drink water in a school?,e,other,0.0192
indiana,105,What is your generic term for a sweetened carbonated beverage?,a,soda,0.1909
indiana,105,What is your generic term for a sweetened carbonated beverage?,j,other,0.032400000000000005
indiana,105,What is your generic term for a sweetened carbonated beverage?,b,pop,0.40340000000000004
indiana,105,What is your generic term for a sweetened carbonated beverage?,c,coke,0.2677
indiana,105,What is your generic term for a sweetened carbonated beverage?,e,soft drink,0.1056
indiana,106,What do you call the act of covering a house or area in front of a house with toilet paper?,a,tp'ing,0.7983
indiana,106,What do you call the act of covering a house or area in front of a house with toilet paper?,b,rolling,0.0036
indiana,106,What do you call the act of covering a house or area in front of a house with toilet paper?,c,toilet papering,0.1525
indiana,106,What do you call the act of covering a house or area in front of a house with toilet paper?,d,wrapping,0.0024
indiana,106,What do you call the act of covering a house or area in front of a house with toilet paper?,e,papering,0.0168
indiana,106,What do you call the act of covering a house or area in front of a house with toilet paper?,f,bog rolling,0.0012
indiana,106,What do you call the act of covering a house or area in front of a house with toilet paper?,g,I have no word for this,0.0168
indiana,106,What do you call the act of covering a house or area in front of a house with toilet paper?,h,other,0.0084
kansas,4,caramel,a,"with 2 syllables (""car-ml"")",0.6576000000000001
kansas,4,caramel,b,"with 3 syllables (""carra-mel"")",0.1445
kansas,4,caramel,c,I use both interchangeably,0.162
