state,district,candidate,party,votes,prop,winner,year
Texas,27,"Farenthold, Blake",R,83342,0.6359703007317985,1,2014
Texas,27,"Reed, Wesley",D,44152,0.3369172892168459,0,2014
Texas,27,"Simonson, Roxanne",LIB,3553,0.02711241005135562,0,2014
Texas,28,"Cuellar, Henry",D,62508,0.8210045182305349,1,2014
Texas,28,"Aikens, William",LIB,10153,0.1333534727330041,0,2014
Texas,28,"Cary, Michael D.",GRE,3475,0.04564200903646107,0,2014
Texas,29,"Green, Gene",D,41321,0.8954987755455865,1,2014
Texas,29,"Stanczak, James",LIB,4822,0.10450122445441345,0,2014
Texas,30,"Johnson, Eddie Bernice",D,93041,0.8794627243768491,1,2014
Texas,30,"Koch, Max W., III",LIB,7154,0.06762262153450606,0,2014
Texas,30,"Williams, Eric LeMonte",IND,5598,0.052914654088644805,0,2014
Texas,31,"Carter, John",R,91607,0.6404829823531056,1,2014
Texas,31,"Minor, Louie",D,45715,0.3196227312134687,0,2014
Texas,31,"Ballard, Scott J.",LIB,5706,0.03989428643342562,0,2014
Texas,32,"Sessions, Pete",R,96495,0.6181772755227553,1,2014
Texas,32,"Perez, Frank",D,55325,0.35442932554325546,0,2014
Texas,32,"Rankin, Ed",LIB,4276,0.02739339893398934,0,2014
Texas,33,"Veasey, Marc",D,43769,0.865136780518659,1,2014
Texas,33,"Reeves, Jason",LIB,6823,0.13486321948134092,0,2014
Texas,34,"Vela, Filemon B.",D,47503,0.5947018541006798,1,2014
Texas,34,"Smith, Larry S.",R,30811,0.38573056073713335,0,2014
Texas,34,"Rowley, Ryan",LIB,1563,0.019567585162186863,0,2014
Texas,35,"Doggett, Lloyd",D,60124,0.62482722785139,1,2014
Texas,35,"Narvaiz, Susan",R,32040,0.3329696024941543,0,2014
Texas,35,"Bruner, Cory W.",LIB,2767,0.028755520914523252,0,2014
Texas,35,"Swift, Kat",GRE,1294,0.01344764873993245,0,2014
Texas,36,"Babin, Brian",R,101663,0.7595747224339147,1,2014
Texas,36,"Cole, Michael K.",D,29543,0.22073041347260203,0,2014
Texas,36,"Veach, Rodney",LIB,1951,0.014576889167824748,0,2014
Texas,36,"Ridley, Hal J., Jr.",GRE,685,0.005117974925658612,0,2014
Utah,1,"Bishop, Rob",R,84231,0.647761354722611,1,2014
Utah,1,"McAleer, Donna",D,36422,0.2800959748988726,0,2014
Utah,1,"Bowden, Craig",LIB,4847,0.03727486657335774,0,2014
Utah,1,"Vance, Dwayne A.",IAP,4534,0.03486780380515865,0,2014
Utah,2,"Stewart, Chris",R,88915,0.608223657208526,1,2014
Utah,2,"Robles, Luz",D,47585,0.32550551344843626,0,2014
Utah,2,"McCausland, Shaun",CON,4509,0.030843844912031085,0,2014
Utah,2,"Hill, Wayne L.",IAP,3328,0.022765206446493557,0,2014
Utah,2,"Barron, Bill",UN,1734,0.011861438695378554,0,2014
Utah,2,"Rogers, Warren",W,117,8.003392891345391e-4,0,2014
Utah,3,"Chaffetz, Jason",R,102952,0.7220648057231028,1,2014
Utah,3,"Wonnacott, Brian",D,32059,0.22484920746247722,0,2014
Utah,3,"Strong, Zack",IAP,3192,0.022387431617337635,0,2014
Utah,3,"Tryon, Stephen P.",UN,2584,0.01812315892832094,0,2014
Utah,3,"Mates, Ben J.",UN,1513,0.010611586477766867,0,2014
Utah,3,"Else, David A.",W,280,0.0019638097909945294,0,2014
Utah,4,"Love, Mia B.",R,74936,0.5091867797347249,1,2014
Utah,4,"Owens, Doug",D,67425,0.4581498695368558,0,2014
Utah,4,"Aalders, Tim",IAP,2032,0.01380734942378778,0,2014
Utah,4,"Simonsen, Collin Robert",CON,1424,0.009676016525331593,0,2014
Utah,4,"Vein, Jim L.",LIB,1351,0.009179984779299847,0,2014
Vermont,0,"Welch, Peter",D,123349,0.6441066505138274,1,2014
Vermont,0,"Donka, Mark",R,59432,0.3103433870832985,0,2014
Vermont,0,"Ericson, Cris",IND,2750,0.01436001336786699,0,2014
Vermont,0,"Andrews, Matthew",LBU,2071,0.010814395521764558,0,2014
Vermont,0,"Trudell, Jerry",ENI,2024,0.010568969838750105,0,2014
Vermont,0,"Meyer, Randall",IND,1685,0.008798771827220319,0,2014
Virgin Islands,0,"Plaskett, Stacey",D,21224,0.9065436528276097,1,2014
Virgin Islands,0,"Danet, Vince",R,1964,0.08388860413463181,0,2014
Virginia,1,"Wittman, Robert J. ""Rob""",R,131861,0.6290447999007733,1,2014
Virginia,1,"Mosher, Norman G. ""Norm",D,72059,0.3437584974787831,0,2014
Virginia,1,"Parker, Glenda Gail",IGR,5097,0.02431531192008434,0,2014
Virginia,2,"Rigell, E. Scott",R,101558,0.5868369351669941,1,2014
Virginia,2,"Patrick, Suzanne D.",D,71178,0.4112908817751069,0,2014
Virginia,3,"Scott, Robert C. ""Bobby""",D,139197,0.9443358977490129,1,2014
Virginia,4,"Forbes, J. Randy",R,120684,0.6015012111364747,1,2014
Virginia,4,"Fausz, Elliott G.",D,75270,0.37515326109710023,0,2014
Virginia,4,"Brown, Bo C.",LIB,4427,0.02206461388171732,0,2014
Virginia,5,"Hurt, Robert",R,124735,0.608626704725658,1,2014
Virginia,5,"Gaughan, W. Lawrence",D,73482,0.35854497548122666,0,2014
Virginia,5,"Jones, Paul F.",LIB,4298,0.020971480153211836,0,2014
Virginia,5,"Hildebrandt, Kenneth J.",IGR,2209,0.010778501549196125,0,2014
Virginia,6,"Goodlatte, Robert W. ""Bob""",R,133898,0.7450864736127496,1,2014
Virginia,6,"Hammer, William M. ""Will""",LIB,22161,0.12331671378013222,0,2014
Virginia,6,"Hildebrandt, Elaine B.",IGR,21447,0.11934360184298974,0,2014
Virginia,NA,"Brat, Dave A.",R,148026,0.6082818644673743,1,2014
Virginia,NA,"Trammell, John K. ""Jack""",D,89914,0.36948276358017845,0,2014
Virginia,NA,"Carr, James A., Jr.",LIB,5086,0.02089985247646404,0,2014
Virginia,NA,"Brat, Dave A.",R,148841,0.6167964427942133,0,2014
Virginia,NA,"Trammell, John K. ""Jack""",D,91236,0.3780815786965476,0,2014
Virginia,8,"Beyer, Donald S., Jr.",D,128102,0.6308081703401682,1,2014
Virginia,8,"Edmond, Micah K.",R,63810,0.3142173373515334,0,2014
Virginia,8,"Beck, Gwendolyn J.",IND,5420,0.026689515255372373,0,2014
Virginia,8,"Carson, Jeffrey S.",LIB,4409,0.02171108353522819,0,2014
Virginia,8,"Blais, Gerard C. ""Gerry,"" III",IGR,963,0.004742067009395497,0,2014
Virginia,9,"Griffith, H. Morgan",R,117465,0.7214630101649111,1,2014
Virginia,9,"Carr, William R., Jr.",IND,39412,0.2420661486963732,0,2014
Virginia,10,"Comstock, Barbara J.",R,125914,0.5648647436185007,1,2014
Virginia,10,"Foust, John W.",D,89957,0.40355748956978155,0,2014
Virginia,10,"Redpath, William B.",LIB,3393,0.015221389798573416,0,2014
Virginia,10,"Eickholt, Brad A.",IND,2442,0.010955093984119152,0,2014
Virginia,10,"Blais, Dianne L.",IGR,946,0.004243865237091203,0,2014
Virginia,11,"Connolly, Gerald E. ""Gerry""",D,106780,0.5685684619685312,1,2014
Virginia,11,"Scholte, Suzanne K.",R,75796,0.40358882883842284,0,2014
Virginia,11,"Harrold, Marc M.",LIB,3264,0.017379728974201966,0,2014
Virginia,11,"Galdo, Joe F.",GRE,1739,0.009259604376880275,0,2014
Washington,1,"DelBene, Suzan",D,124151,0.5503659471848,1,2014
Washington,1,"Celis, Pedro",R,101428,0.44963405281519997,0,2014
Washington,2,"Larsen, Rick",D,122173,0.6057434392213832,1,2014
Washington,2,"Guillot, B.J.",R,79518,0.3942565607786168,0,2014
Washington,3,"Beutler, Jaime Herrera",R,124796,0.615322413640084,1,2014
Washington,3,"Dingethal, Bob",D,78018,0.384677586359916,0,2014
Washington,4,"Newhouse, Dan",R,77772,0.508051398297611,1,2014
Washington,4,"Didier, Clint",R,75307,0.49194860170238897,0,2014
Washington,5,"Rodgers, Cathy McMorris",R,135470,0.6068302559554206,1,2014
Washington,5,"Pakootas, Joseph (Joe)",D,87772,0.39316974404457944,0,2014
Washington,6,"Kilmer, Derek",D,141265,0.6298319140398592,1,2014
Washington,6,"McClendon, Marty",R,83025,0.3701680859601409,0,2014
Washington,7,"McDermott, Jim",D,203954,0.8097429280397023,1,2014
Washington,7,"Keller, Craig",R,47921,0.19025707196029776,0,2014
Washington,8,"Reichert, Dave",R,125741,0.6326782192166808,1,2014
Washington,8,"Ritchie, Jason",D,73003,0.36732178078331923,0,2014
Washington,9,"Smith, Adam",D,118132,0.7082508963152152,1,2014
Washington,9,"Basler, Doug",R,48662,0.29174910368478485,0,2014
Washington,10,"Heck, Denny",D,99279,0.5470158464284928,1,2014
Washington,10,"McDonald, Joyce",R,82213,0.4529841535715073,0,2014
West Virginia,1,"McKinley, David B.",R,92491,0.6390280301512399,1,2014
West Virginia,1,"Gainer, Glen B., III",D,52109,0.3600254254268086,0,2014
West Virginia,1,"Wood, Chuck",W,137,9.465444219515397e-4,0,2014
West Virginia,2,"Mooney, Alex X.",R,72619,0.4707876823338736,1,2014
West Virginia,2,"Fluharty, Robert Lawrence",R/W,9,5.834683954619125e-5,0,2014
West Virginia,2,"Casey, Nick",D,67687,0.43881361426256077,0,2014
West Virginia,2,"Rabel, Ed",IND,6250,0.04051863857374392,0,2014
West Virginia,2,"Jones, Davy",LIB,7682,0.04980226904376013,0,2014
West Virginia,2,"Sullivan, Liz",W,3,1.9448946515397084e-5,0,2014
West Virginia,3,"Jenkins, Evan",R,77713,0.553507453650615,1,2014
West Virginia,3,"Rahall, Nick J., II",D,62688,0.44649254634938496,0,2014
Wisconsin,1,"Ryan, Paul",R,182316,0.6326682166776556,1,2014
Wisconsin,1,"Zerban, Rob",D,105552,0.36628379081791995,0,2014
Wisconsin,1,"Deschler, Keith R.",W,29,1.0063504181559496e-4,0,2014
Wisconsin,2,"Pocan, Mark",D,224920,0.683965491550782,1,2014
Wisconsin,2,"Theron, Peter",R,103619,0.3150979026720633,0,2014
Wisconsin,3,"Kind, Ron",D,155368,0.5646439720745309,1,2014
Wisconsin,3,"Kurtz, Tony",R,119540,0.43443656622849897,0,2014
Wisconsin,3,"Van Doren, Ken",R/W,128,4.651822024196743e-4,0,2014
Wisconsin,4,"Moore, Gwen",D,179045,0.7024347566812611,1,2014
Wisconsin,4,"Sebring, Dan",R,68490,0.26870203851042795,0,2014
Wisconsin,4,"Raymond, Robert R.",IND,7002,0.027470458076361753,0,2014
Wisconsin,5,"Sensenbrenner, F. James., Jr.",R,231160,0.6945370854440458,1,2014
Wisconsin,5,"Rockwood, Chris",D,101190,0.30403273782697265,0,2014
Wisconsin,6,"Grothman, Glenn",R,169767,0.5677199506408992,1,2014
Wisconsin,6,"Harris, Mark L.",D,122212,0.408690679623988,0,2014
Wisconsin,6,"Fahrendorf, Gus",LIB,6865,0.022957332468322895,0,2014
Wisconsin,7,"Duffy, Sean",R,169891,0.5927746743753555,1,2014
Wisconsin,7,"Schiess, John",W(R)/W,5,1.744573504115449e-5,0,2014
Wisconsin,7,"Westlund, Kelly",D,112949,0.39409566543267166,0,2014
Wisconsin,7,"Dale, Lawrence",GRE,3686,0.01286099587233909,0,2014
Wisconsin,7,"Taylor, Rob",W,30,1.0467441024692693e-4,0,2014
Wisconsin,8,"Ribble, Reid J.",R,188553,0.6500751599735216,1,2014
Wisconsin,8,"Gruett, Ron",D,101345,0.3494076842453663,0,2014
Wyoming,0,"Lummis, Cynthia",R,113038,0.684663840096911,1,2014
Wyoming,0,"Grayson, Richard",D,37803,0.22897032101756512,0,2014
Wyoming,0,"Brubaker, Richard",LIB,7112,0.043076923076923075,0,2014
Wyoming,0,"Cummings, Daniel Clyde",CON,6749,0.04087825560266505,0,2014
Alabama,1,"Byrne, Bradley",R,208083,0.9638246724071646,1,2016
Alabama,2,"Roby, Martha",R,134886,0.4876854771064125,1,2016
Alabama,2,"Mathis, Nathan",D,112089,0.40526205420414774,0,2016
Alabama,3,"Rogers, Mike",R,192164,0.6693184351315203,1,2016
Alabama,3,"Smith, Jesse",D,94549,0.3293196890325457,0,2016
Alabama,4,"Aderholt, Robert",R,235925,0.9853034529994488,1,2016
Alabama,5,"Brooks, Mo",R,205647,0.6669791065301013,1,2016
Alabama,5,"Boyd, Will, Jr.",D,102234,0.33157761590005386,0,2016
Alabama,6,"Palmer, Gary",R,245313,0.7449393573150808,1,2016
Alabama,6,"Putman, David J.",D,83709,0.2541982229294334,0,2016
Alabama,7,"Sewell, Terri A.",D,229330,0.9841306624096675,1,2016
Alaska,0,"Young, Don",R,155088,0.5032089760478653,1,2016
Alaska,0,"Lindbeck, Steve",D,111019,0.36021972887559295,0,2016
Alaska,0,"McDermott, Jim C.",LIB,31770,0.10308308295316647,0,2016
Alaska,0,"Souphanavong, Bernie",NAF,9093,0.02950376056950402,0,2016
Arizona,1,"O'Halleran, Tom",D,142219,0.5066403049410424,1,2016
Arizona,1,"Babeu, Paul",R,121745,0.43370382245021555,0,2016
Arizona,1,"Parrish, Ray",W(GRE)/GRE,16746,0.05965587260874212,0,2016
Arizona,2,"McSally, Martha",R,179806,0.5695849264601066,1,2016
Arizona,2,"Heinz, Matt",D,135873,0.4304150735398934,0,2016
Arizona,3,"Grijalva, Raúl",D,148973,0.9863475353394908,1,2016
Arizona,3,"Abatecola, Bill",W,1303,0.008627139404773727,0,2016
Arizona,3,"Vasquez, Jaime",W,332,0.002198165988016023,0,2016
Arizona,3,"Martin, Harvey",W,283,0.0018737378753269109,0,2016
Arizona,3,"Sanchez, Federico",W,144,9.534213923924918e-4,0,2016
Arizona,4,"Gosar, Paul",R,203487,0.714533522015008,1,2016
Arizona,4,"Weisser, Mikel",D,81296,0.2854664779849921,0,2016
Arizona,5,"Biggs, Andy",R,205184,0.6409516312428933,1,2016
Arizona,5,"Fuentes, Talia",D,114940,0.3590483687571066,0,2016
Arizona,6,"Schweikert, David",R,201578,0.6213029058943916,1,2016
Arizona,6,"Williamson, W. John",D,122866,0.37869709410560837,0,2016
Arizona,7,"Gallego, Ruben",D,119465,0.7522463809181984,1,2016
Arizona,7,"Nunez, Eve",R,39286,0.24737581149920346,0,2016
Arizona,7,"Westbrooks, Neil B.",W,60,3.778075825981827e-4,0,2016
Arizona,8,"Franks, Trent",R,204942,0.6854912349358299,1,2016
Arizona,8,"Salazar, Mark",W(GRE)/GRE,93954,0.314257904612822,0,2016
Arizona,8,"Keener, Hayden, III",W,75,2.5086045134812407e-4,0,2016
Arizona,9,"Sinema, Kyrsten",D,169055,0.6091918402058326,1,2016
Arizona,9,"Giles, Dave",R,108350,0.3904406014983406,0,2016
Arizona,9,"Dolego, Cary",W,56,2.0179671143430615e-4,0,2016
Arizona,9,"Bello, Axel",W,46,1.657615843924658e-4,0,2016
Arkansas,1,"Crawford, Rick",R,183866,0.762780702518596,1,2016
Arkansas,1,"West, Mark",LIB,57181,0.23721929748140405,0,2016
Arkansas,2,"Hill, French",R,176472,0.5834479475243335,1,2016
Arkansas,2,"Curry, Dianne",D,111347,0.36813306707575116,0,2016
Arkansas,2,"Hayes, Chris",LIB,14342,0.047417213288192976,0,2016
Arkansas,3,"Womack, Steve",R,217192,0.7731811596008643,1,2016
Arkansas,3,"Isaacson, Steve",LIB,63715,0.22681884039913566,0,2016
Arkansas,4,"Westerman, Bruce",R,182885,0.7490405842094701,1,2016
Arkansas,4,"Hicks, Kerry",LIB,61274,0.25095941579052994,0,2016
California,1,"La Malfa, Doug",R,185448,0.5905310219210537,1,2016
California,1,"Reed, Jim",D,128588,0.4094689780789464,0,2016
California,2,"Huffman, Jared W.",D,254194,0.7685009946608781,1,2016
California,2,"Mensing, Dale K.",R,76572,0.2314990053391219,0,2016
California,3,"Garamendi, John G.",D,152513,0.5935143170691842,1,2016
California,3,"Cleek, N. Eugene",R,104453,0.4064856829308158,0,2016
California,4,"McClintock, Tom",R,220133,0.6271988557687377,1,2016
California,4,"Derlet, Robert W.",D,130845,0.37280114423126237,0,2016
California,5,"Thompson, Mike",D,224526,0.7686851015608149,1,2016
California,5,"Santamaria, Carlos",R,67565,0.23131489843918504,0,2016
California,6,"Matsui, Doris",D,177565,0.7542701550041842,1,2016
California,6,"Evans, Robert (Bob)",R,57848,0.24572984499581588,0,2016
California,7,"Bera, Ami",D,152133,0.5117137177473335,1,2016
California,7,"Jones, Scott R.",R,145168,0.4882862822526665,0,2016
California,8,"Cook, Paul",R,136972,0.6225801906302981,1,2016
California,8,"Ramirez, Rita",D,83035,0.3774198093697019,0,2016
California,9,"McNerney, Jerry",D,133163,0.5735952273265706,1,2016
California,9,"Amador, Antonio C. ""Tony""",R,98992,0.4264047726734294,0,2016
California,10,"Denham, Jeff",R,124671,0.5170045740873597,1,2016
California,10,"Eggman, Michael",D,116470,0.48299542591264033,0,2016
California,11,"DeSaulnier, Mark",D,214868,0.7205282201409079,1,2016
California,11,"Petersen, Roger Allen",R,83341,0.2794717798590921,0,2016
California,12,"Pelosi, Nancy",D,274035,0.8087326063539376,1,2016
California,12,"Picus, Preston",NOP,64810,0.19126739364606235,0,2016
California,13,"Lee, Barbara",D,293117,0.9078455482220453,1,2016
California,13,"Caro, Sue",R,29754,0.09215445177795466,0,2016
California,14,"Speier, Jackie",D,231630,0.8086312651205982,1,2016
California,14,"Cardenas, Angel",W(R)/R,54817,0.1913687348794018,0,2016
California,15,"Swalwell, Eric",D,198578,0.7376679532089883,1,2016
California,15,"Turner, Danny R.",R,70619,0.2623320467910118,0,2016
California,16,"Costa, Jim",D,97473,0.5803484245873919,1,2016
California,16,"Tacherra, Johnny M.",R,70483,0.41965157541260806,0,2016
California,17,"Khanna, Ro",D,142268,0.6100895399499126,1,2016
California,17,"Honda, Mike",D,90924,0.3899104600500875,0,2016
California,18,"Eshoo, Anna G.",D,230460,0.7114500046306301,1,2016
California,18,"Fox, Richard B.",R,93470,0.2885499953693699,0,2016
California,19,"Lofgren, Zoe",D,181802,0.7394443246848855,1,2016
California,19,"Lancaster, G. Burt",R,64061,0.26055567531511453,0,2016
California,20,"Panetta, Jimmy",D,180980,0.7075307575325168,1,2016
California,20,"Lucius, Casey",R,74811,0.29246924246748324,0,2016
California,21,"Valadao, David",R,75126,0.5673826354903027,1,2016
California,21,"Huerta, Emilio Jesus",D,57282,0.4326173645096973,0,2016
California,22,"Nunes, Devin G.",R,158755,0.6756509452431415,1,2016
California,22,"Campos, Louie J.",D,76211,0.32434905475685843,0,2016
California,23,"McCarthy, Kevin",R,167116,0.6917511093449897,1,2016
California,23,"Reed, Wendy",D,74468,0.30824889065501027,0,2016
California,24,"Carbajal, Salud",D,166034,0.5341908665632822,1,2016
California,24,"Fareed, Justin Donald",R,144780,0.46580913343671776,0,2016
California,25,"Knight, Steve",R,138755,0.5313006153292413,1,2016
California,25,"Caforio, Bryan",D,122406,0.46869938467075867,0,2016
California,26,"Brownley, Julia",D,169248,0.6037951246312079,1,2016
California,26,"Dagnesses, Rafael A.",R,111059,0.39620487536879206,0,2016
California,27,"Chu, Judy",D,168977,0.6742036132656644,1,2016
California,27,"Orswell, Jack",R,81655,0.3257963867343356,0,2016
California,28,"Schiff, Adam B.",D,210883,0.7798667943744476,1,2016
California,28,"Solis, Lenore",R,59526,0.22013320562555241,0,2016
California,29,"Cardenas, Tony",D,128407,0.747317022069094,1,2016
California,29,"Alarcon, Richard",D,43417,0.25268297793090605,0,2016
California,30,"Sherman, Brad",D,205279,0.7263839153019773,1,2016
California,30,"Reed, Mark",R,77325,0.2736160846980227,0,2016
California,31,"Aguilar, Pete",D,121070,0.5606753852993479,1,2016
California,31,"Chabot, Paul",R,94866,0.43932461470065204,0,2016
California,32,"Napolitano, Grace F.",D,114926,0.6157431715654234,1,2016
California,32,"Hernández, Roger",D,71720,0.3842568284345767,0,2016
California,33,"Lieu, Ted W.",D,219397,0.6643984749514716,1,2016
California,33,"Wright, Kenneth W.",R,110822,0.3356015250485284,0,2016
California,34,"Becerra, Xavier",D,122842,0.7718339239488301,1,2016
California,34,"Edwards, Adrienne Nicole",D,36314,0.22816607605116992,0,2016
California,35,"Torres, Norma J.",D,124044,0.7239091232718423,1,2016
California,35,"Fischella, Tyler",R,47309,0.2760908767281577,0,2016
California,36,"Ruiz, Raul",D,144348,0.6205393414926682,1,2016
California,36,"Stone, Jeff",R,88269,0.3794606585073318,0,2016
California,37,"Bass, Karen",D,192490,0.8112630230284231,1,2016
California,37,"Wiggins, Chris Blake",D,44782,0.18873697697157693,0,2016
California,38,"Sánchez, Linda T.",D,163590,0.7047829945630164,1,2016
California,38,"Downing, Ryan",R,68524,0.29521700543698354,0,2016
California,39,"Royce, Ed",R,150777,0.572304293696101,1,2016
California,39,"Murdock, Brett",D,112679,0.42769570630389897,0,2016
California,40,"Roybal-Allard, Lucille",D,106554,0.7137048969503741,1,2016
California,40,"Gonzalez, Roman Gabriel",NOP,42743,0.2862951030496259,0,2016
California,41,"Takano, Mark",D,128164,0.6495137414290275,1,2016
California,41,"Shepherd, Doug",R,69159,0.3504862585709725,0,2016
California,42,"Calvert, Ken",R,149547,0.588221180320647,1,2016
California,42,"Sheridan, Tim",D,104689,0.41177881967935304,0,2016
California,43,"Waters, Maxine",D,167017,0.7608420342936278,1,2016
California,43,"Navarro, Omar",R,52499,0.2391579657063722,0,2016
California,44,"Barragán, Nanette Diaz",D,93124,0.5219574806768565,1,2016
California,44,"Hall, Isadore, III",D,85289,0.4780425193231435,0,2016
California,45,"Walters, Mimi",R,182618,0.5855975167468871,1,2016
California,45,"Varasteh, Ron",D,129231,0.4144024832531129,0,2016
California,46,"Correa, Lou",D,115248,0.7001998869939791,1,2016
California,46,"Nguyen, Bao",D,49345,0.2998001130060209,0,2016
California,47,"Lowenthal, Alan",D,154759,0.6372144539420591,1,2016
California,47,"Whallon, Andy",R,88109,0.36278554605794094,0,2016
California,48,"Rohrabacher, Dana",R,178701,0.5831973526186622,1,2016
California,48,"Savary, Suzanne",D,127715,0.41680264738133777,0,2016
California,49,"Issa, Darrell",R,155888,0.5026132095242701,1,2016
California,49,"Applegate, Doug",D,154267,0.49738679047572987,0,2016
California,50,"Hunter, Duncan",R,179937,0.6345126470909751,1,2016
California,50,"Malloy, Patrick",D,103646,0.3654873529090249,0,2016
California,51,"Vargas, Juan",D,145162,0.7275415488863495,1,2016
California,51,"Hidalgo, Juan M., Jr.",R,54362,0.27245845111365047,0,2016
California,52,"Peters, Scott",D,181253,0.5652568484606556,1,2016
California,52,"Gitsham, Denise",R,139403,0.43474315153934434,0,2016
California,53,"Davis, Susan A.",D,198988,0.670092538962001,1,2016
California,53,"Veltmeyer, James",R,97968,0.3299074610379989,0,2016
Colorado,1,"DeGette, Diana",D,257254,0.6787059804345761,1,2016
Colorado,1,"Stockham, Charles ""Casper""",R,105030,0.27709768992918876,0,2016
Colorado,1,"Dinges, Darrell",LIB,16752,0.04419632963623508,0,2016
Colorado,2,"Polis, Jared",D,260175,0.5689223112448394,1,2016
Colorado,2,"Morse, Nicholas",R,170001,0.37173964383178226,0,2016
Colorado,2,"Longstreth, Richard",LIB,27136,0.05933804492337835,0,2016
Colorado,3,"Tipton, Scott R.",R,204220,0.5459887658172855,1,2016
Colorado,3,"Schwartz, Gail",D,150914,0.40347345316105093,0,2016
Colorado,3,"Gaylon, Kent",LIB,18903,0.05053778102166363,0,2016
Colorado,4,"Buck, Ken",R,248230,0.6354525324151702,1,2016
Colorado,4,"Seay, Bob",D,123642,0.31651541720531956,0,2016
Colorado,4,"Griffith, Bruce",LIB,18761,0.04802693051057893,0,2016
Colorado,4,"Howbert, Donald",W,2,5.119868931355357e-6,0,2016
Colorado,5,"Lamborn, Doug",R,225445,0.6225801819316569,1,2016
Colorado,5,"Plowright, Misty",D,111676,0.3084001170901981,0,2016
Colorado,5,"McRedmond, Mike",LIB,24872,0.06868555206371474,0,2016
Colorado,5,"Imrie, Curtis",W,121,3.341489144302623e-4,0,2016
Colorado,6,"Coffman, Mike",R,191626,0.5090790267177093,1,2016
Colorado,6,"Carroll, Morgan",D,160372,0.4260487703796587,0,2016
Colorado,6,"Olsen, Norm",LIB,18778,0.049886163483583365,0,2016
Colorado,6,"Worthey, Robert Lee",GRE,5641,0.014986039419048556,0,2016
Colorado,7,"Perlmutter, Ed",D,199758,0.5518024363967846,1,2016
Colorado,7,"Athanasopoulos, George",R,144066,0.3979613822822574,0,2016
Colorado,7,"Buchanan, Martin L.",LIB,18186,0.05023618132095799,0,2016
Connecticut,1,"Larson, John B.",D,187021,0.5976543900295598,1,2016
Connecticut,1,"Larson, John B.",WF,13665,0.04366861068946233,1,2016
Connecticut,1,"Corey, Matthew M.",R,105674,0.337697531357354,0,2016
Connecticut,1,"DeRosa, S. Michael",GRE,6563,0.02097307661580251,0,2016
Connecticut,1,"Jackson, Charles",W,1,3.1956539106814732e-06,0,2016
Connecticut,1,"Stewart, Mark",W,1,3.1956539106814732e-06,0,2016
Connecticut,2,"Courtney, Joe",D,186210,0.5638336204834417,1,2016
Connecticut,2,"Courtney, Joe",WF,22608,0.06845577837865663,1,2016
Connecticut,2,"Novak, Daria Irene",R,111149,0.3365530480807371,0,2016
Connecticut,2,"Pelto, Jonathan",GRE,5332,0.016145002225539506,0,2016
Connecticut,2,"Reale, Daniel",LIB,4949,0.014985299327493437,0,2016
Connecticut,2,"Traceski, Elizabeth F.",W,9,2.725150413163082e-5,0,2016
Connecticut,3,"DeLauro, Rosa L.",D,192274,0.6214836818271441,1,2016
Connecticut,3,"DeLauro, Rosa L.",WF,21298,0.0688411301348831,1,2016
Connecticut,3,"Cadena, Angel",R,95786,0.3096073101277074,0,2016
Connecticut,3,"Schaefer, Christopher",W,18,5.818106594177368e-5,0,2016
Connecticut,3,"Rule, Andrew",W,3,9.696844323628947e-6,0,2016
Connecticut,4,"Himes, Jim",D,187811,0.5990017222682912,1,2016
Connecticut,4,"Shaban, John",R,120653,0.38480895579511387,0,2016
Connecticut,4,"Shaban, John",IP,5071,0.016173375007973466,0,2016
Connecticut,4,"Vassar, Carl E.",W,5,1.594692862154749e-5,0,2016
Connecticut,5,"Esty, Elizabeth",D,163499,0.5289826000867084,1,2016
Connecticut,5,"Esty, Elizabeth",WF,15753,0.05096705728576883,1,2016
Connecticut,5,"Cope, Clay",IP,4901,0.01585663351473072,0,2016
Connecticut,5,"Cope, Clay",R,124900,0.4040998828789771,0,2016
Connecticut,5,"Pistone, John",R/W,28,9.05908464420445e-5,0,2016
Connecticut,5,"Adams, Ann-Marie",W,1,3.235387372930161e-6,0,2016
Delaware,0,"Rochester, Lisa Blunt",D,233554,0.5552348801825789,1,2016
Delaware,0,"Reigle, Hans",R,172301,0.4096162989729935,0,2016
Delaware,0,"Perri, Mark J.",GRE,8326,0.019793647774819324,0,2016
Delaware,0,"Gesty, Scott A.",LIB,6436,0.015300494484594904,0,2016
Delaware,0,"Walker, Scott",W,14,3.3282616964625335e-5,0,2016
Delaware,0,"Franz, Robert Nelson, III",W,4,9.509319132750094e-6,0,2016
Delaware,0,"Smith, Campbell",W,4,9.509319132750094e-6,0,2016
Delaware,0,"Linney, Rachelle Lee",W,1,2.3773297831875236e-6,0,2016
District of Columbia,0,"Norton, Eleanor Holmes",D,265178,0.8812652456248795,1,2016
District of Columbia,0,"Moulton, Martin",LIB,18713,0.06218885632057852,0,2016
District of Columbia,0,"Stracuzzi, Natale (Lino)",DCG,14336,0.04764278545459379,0,2016
Florida,1,"Gaetz, Matt",R,255107,0.690998575243915,1,2016
Florida,1,"Specht, Steven",D,114079,0.309001424756085,0,2016
Florida,2,"Dunn, Neal",R,231163,0.6732340794846255,1,2016
Florida,2,"Dartland, Walter",D,102801,0.2993953902878012,0,2016
Florida,2,"Lapham, Rob",LBF,9395,0.027361793093003885,0,2016
